qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
CDY44831	AT1G60970	87.266	534	62	1	178	705	1	534	3.2e-172	604
CDY63439	AT3G55800	92.541	362	26	1	276	636	549	910	5.2e-146	518
CDY71969	AT1G03060	81.843	369	61	6	166	531	169	534	3.03e-82	305
CDY69139	AT2G38290	89.577	662	69	0	368	1029	335	996	0	841
CDY49839	AT5G66760	90.384	1903	165	10	1	1885	1	1903	0	2484
CDY49845	AT5G66870	81.928	830	99	20	16	836	10	797	0	654
CDY49847	AT4G39460	91.309	978	74	6	190	1163	1	971	0	1325
CDY49838	AT5G66740	87.625	1099	133	3	1	1096	1	1099	0	1273
CDY49844	AT5G66850	84.015	1076	100	22	215	1239	1046	2100	0	968
CDY49843	AT5G66840	94.667	75	4	0	1	75	769	843	6.62e-26	117
CDX71432	AT2G27690	83.827	1484	217	14	1	1468	1	1477	0	1389
CDX71369	AT2G28210	83.676	827	117	9	1	812	1	824	0	763
CDX71428	AT2G27740	88.19	525	47	4	1	510	1	525	1.36e-174	612
CDX71406	AT2G27950	83.418	1182	147	25	528	1680	1359	2520	0	1051
CDX71457	AT2G27350	86.26	1361	129	24	148	1473	181	1518	0	1424
CDX71450	AT2G27470	90.625	320	30	0	1	320	1	320	2.44e-118	425
CDX71525	AT5G42870	89.677	1240	107	5	1521	2745	1560	2793	0	1561
CDX71491	AT2G26695	92.157	408	32	0	1	408	1	408	4.79e-164	577
CDX71547	AT5G42720	83.321	1325	175	22	6	1307	6	1307	0	1181
CDX71531	AT5G42940	82.548	1295	155	30	647	1901	800	2063	0	1074
CDX71532	AT5G42960	84.351	639	94	3	3	641	6	638	2.9e-177	621
CDX71378	AT2G28150	82.55	1639	176	51	1	1560	1	1608	0	1341
CDX71551	AT5G42620	90.901	2374	196	8	157	2514	154	2523	0	3169
CDX71562	AT5G42310	85.023	2130	287	18	1	2099	1	2129	0	2137
CDX71517	AT4G16830	83.333	246	29	7	342	581	558	797	1.44e-55	217
CDX71459	AT2G27300	82.359	1026	157	13	1	1026	1	1002	0	870
CDX71440	AT2G27550	88.826	528	59	0	1	528	1	528	0	649
CDX71522	AT5G42850	82.178	404	70	2	1	403	1	403	1.2e-94	346
CDX71451	AT2G27460	90.193	2233	219	0	1	2233	1	2233	0	2911
CDX71408	AT3G23300	92.308	143	11	0	1	143	1375	1517	2.43e-52	204
CDX71558	AT5G42470	85.938	1152	147	6	1	1140	1	1149	0	1216
CDX71472	AT2G27100	85.352	2048	221	37	112	2112	148	2163	0	2047
CDX71366	AT2G28250	86.46	1706	209	11	1	1692	1	1698	0	1851
CDX71393	AT2G28070	88.732	2201	226	12	211	2397	1	2193	0	2671
CDX71498	AT5G43130	87.149	249	32	0	25	273	1648	1896	7.45e-76	283
CDX71564	AT1G55000	86.507	667	88	2	118	783	1	666	0	732
CDX71380	AT2G28130	82.787	1220	174	23	1	1190	1	1214	0	1057
CDX71485	AT2G26800	90.294	917	89	0	290	1206	491	1407	0	1201
CDX71419	AT1G22760	91.102	236	21	0	226	461	853	1088	8.63e-87	320
CDX71526	AT5G42880	84.809	1705	257	2	330	2033	345	2048	0	1712
CDX71453	AT2G27430	86.646	1318	171	3	1	1314	1	1317	0	1454
CDX71487	AT2G26770	90.04	1486	142	3	322	1807	1	1480	0	1919
CDX71474	AT2G27090	85.317	1403	162	19	760	2131	811	2200	0	1410
CDX71521	AT3G24140	89.823	226	22	1	34	258	894	1119	4.32e-77	289
CDX71404	AT2G27980	84.668	874	112	14	672	1542	2365	3219	0	852
CDX71444	AT2G27490	91.071	168	15	0	140	307	110	277	4.25e-59	228
CDX71500	AT5G43120	87.155	1339	152	11	328	1647	427	1764	0	1502
CDX71516	AT5G42770	88.141	624	62	4	1	615	1	621	0	732
CDX71574	AT1G54790	88.021	1152	135	2	1	1149	1	1152	0	1360
CDX71379	AT2G28140	85.026	581	78	2	31	611	52	623	1.33e-165	582
CDX71497	AT5G43130	88.318	214	25	0	1	214	1435	1648	4.33e-68	257
CDX71488	AT2G26730	91.779	669	55	0	1528	2196	1309	1977	0	931
CDX71399	AT1G12760	83.417	199	31	2	1	198	1	198	9.34e-46	183
CDX71431	AT2G27680	89.225	993	100	3	1	987	1	992	0	1234
CDX71519	AT5G42830	85.314	1355	192	5	1	1350	1	1353	0	1393
CDX71478	AT2G26990	88.266	1321	153	2	1	1320	1	1320	0	1580
CDX71555	AT5G42560	84.496	903	98	21	1	873	1	891	0	854
CDX71483	AT2G26930	88.23	1164	124	10	1	1163	1	1152	0	1378
CDX71501	AT5G43100	85.837	1857	202	26	102	1947	90	1896	0	1916
CDX71495	AT2G26690	89.434	1732	183	0	70	1801	1	1732	0	2185
CDX71362	AT2G28315	92.42	1029	75	1	1	1026	1	1029	0	1465
CDX71513	AT5G42760	88.351	970	113	0	62	1031	62	1031	0	1166
CDX71543	AT1G64770	83.948	841	107	13	44	861	14	849	0	780
CDX71411	AT3G23300	93.103	145	10	0	1	145	1375	1519	6.61e-55	213
CDX71365	AT2G28260	87.081	2059	240	15	1	2055	1	2037	0	2305
CDX71533	AT5G42970	90.544	1195	111	2	1	1194	1	1194	0	1580
CDX71446	AT2G27510	82	450	64	9	23	459	23	468	1.05e-100	366
CDX71384	AT2G28110	88.792	687	75	2	7	692	634	1319	0	841
CDX71566	AT4G30790	83.788	623	80	14	25	633	1891	2506	2.9e-162	571
CDX71494	AT2G26830	88.451	1065	120	2	79	1143	64	1125	0	1282
CDX71409	AT2G27930	92.212	565	44	0	3	567	6	570	0	800
CDX71388	AT2G28085	88.398	362	42	0	1	362	1	362	6.44e-122	436
CDX71477	AT2G18730	83.761	117	17	2	11	127	457	571	6.4e-24	110
CDX71438	AT2G27600	87.825	1306	141	12	1	1288	1	1306	0	1515
CDX71540	AT5G43060	86.89	1373	161	12	22	1383	28	1392	0	1520
CDX71396	AT2G28000	84.207	1507	226	8	91	1586	58	1563	0	1454
CDX71361	AT2G28320	90.032	2197	174	20	6	2175	15	2193	0	2802
CDX71394	AT2G28060	89.666	329	32	2	21	348	18	345	2.13e-116	418
CDX71381	AT2G28120	85.621	1676	222	12	24	1682	9	1682	0	1742
CDX71484	AT2G26890	90.319	6683	607	24	1045	7698	994	7665	0	8720
CDX71518	AT5G42790	88.211	738	86	1	1	737	1	738	0	880
CDX71573	AT1G54790	83.628	226	34	3	1	226	16	238	1.45e-53	209
CDX71536	AT5G43020	88.777	891	97	1	1	888	1120	2010	0	1088
CDX71489	AT2G26710	86.226	1256	169	4	410	1663	287	1540	0	1358
CDX71377	AT2G28160	86.458	960	118	6	1	951	1	957	0	1042
CDX71476	AT2G27020	90.667	750	70	0	1	750	1	750	0	998
CDX71475	AT2G27060	82.909	1375	203	16	411	1769	489	1847	0	1208
CDX71413	AT2G27810	86.116	2132	241	21	1	2079	1	2130	0	2246
CDX71466	AT2G27230	85.291	911	93	19	788	1683	1044	1928	0	902
CDX71363	AT2G28310	88.85	1148	99	10	1	1147	1	1120	0	1384
CDX71433	AT3G26730	87.009	331	34	5	78	405	1995	2319	3.31e-100	364
CDY60189	AT4G16566	86.937	444	55	3	1	444	1	441	1.24e-139	496
CDY60190	AT4G16570	87.511	2186	230	23	1	2163	1	2166	0	2484
CDY60185	AT4G16680	82.271	2307	356	35	320	2580	92	2391	0	1945
CDY60192	AT4G16580	82.593	1419	212	22	1	1399	1	1404	0	1219
CDY70224	AT4G20990	86.4	375	48	3	54	426	431	804	5.71e-113	407
CDY63520	AT1G58025	81.734	1407	198	33	265	1658	340	1700	0	1120
CDY56816	AT1G49310	88.163	245	26	1	5	249	8	249	1.21e-77	289
CDY56814	AT1G49300	80.588	510	71	10	19	505	115	619	3.24e-101	368
CDY70014	AT3G28857	89.606	279	29	0	1	279	1	279	1.34e-97	355
CDY67633	AT5G24030	82.065	736	97	17	1	720	1	717	2.18e-169	595
CDX77520	AT3G23380	79.232	573	92	13	1	549	13	582	7.57e-103	374
CDX77432	AT3G24320	89.683	3373	318	17	1	3364	1	3352	0	4274
CDX77442	AT3G23930	84.783	690	87	9	1	687	1	675	0	676
CDX77392	AT3G24760	75	1168	213	43	1	1124	1	1133	2.56e-130	466
CDX77494	AT3G23610	85.556	540	76	2	8	546	68	606	4.16e-160	564
CDX77393	AT3G24750	81.31	733	111	13	98	814	29	751	4.11e-162	571
CDX77397	AT3G24740	82.97	505	60	14	335	837	378	858	2.31e-120	433
CDX77370	AT3G25100	84.199	1791	238	24	1	1746	1	1791	0	1698
CDX77463	AT3G24170	89.71	1312	126	5	1	1312	1	1303	0	1666
CDX77490	AT3G56980	79.049	778	131	16	1	747	1	777	3.55e-142	505
CDX77519	AT3G23390	91.824	318	26	0	94	411	1	318	4.19e-124	444
CDX77503	AT1G76240	79.513	493	87	7	56	534	201	693	2.89e-92	339
CDX77500	AT3G23540	86.698	1714	198	11	1	1699	1	1699	0	1875
CDX77563	AT1G30880	83.569	353	37	5	1	332	1	353	3.66e-84	311
CDX77464	AT1G20010	83.333	78	11	1	253	328	1094	1017	1.01e-11	71.3
CDX77548	AT1G31660	84.787	539	74	6	410	944	437	971	5.79e-151	534
CDX77515	AT3G23430	87.465	1795	216	4	645	2439	564	2349	0	2060
CDX77537	AT3G23230	87.229	415	50	2	1	412	1	415	7.08e-132	470
CDX77521	AT3G23370	79.897	975	177	16	942	1908	1431	2394	0	697
CDX77433	AT3G24315	86.893	885	98	6	1	870	1	882	0	976
CDX77523	AT3G23360	82.697	786	118	12	1	777	1	777	0	682
CDX77465	AT3G24190	89.438	2386	219	15	1	2359	1	2380	0	2979
CDX77384	AT3G24820	80.31	452	56	18	1	425	1	446	5.51e-84	311
CDX77447	AT4G36250	89.357	1447	152	2	1	1446	10	1455	0	1818
CDX77378	AT3G25040	88.735	648	73	0	1	648	1	648	0	793
CDX77477	AT3G23880	86.129	1067	124	15	42	1102	36	1084	0	1129
CDX77471	AT1G71140	84.353	703	103	4	406	1106	640	1337	0	682
CDX77461	AT3G24150	83.114	989	124	17	1	969	1	966	0	861
CDX77367	AT3G25130	81.314	1263	136	43	1	1210	1	1216	0	933
CDX77495	AT3G23600	88.889	711	79	0	1	711	1	711	0	876
CDX77445	AT3G23970	73.228	1270	265	49	39	1299	39	1242	5.08e-108	392
CDX77590	AT1G30470	90.127	2198	190	9	1	2183	1	2186	0	2832
CDX77480	AT3G23840	80.775	1264	221	16	11	1266	11	1260	0	968
CDX77547	AT1G31710	84.659	352	54	0	2	353	1691	2042	2.28e-96	351
CDX77580	AT1G53380	84.403	904	106	18	1	873	454	1353	0	856
CDX77379	AT3G25030	76.747	787	115	40	1	753	1	753	8.13e-104	377
CDX77418	AT3G24530	88.613	1449	162	2	1	1449	1	1446	0	1759
CDX77416	AT3G24560	84.239	2005	264	23	1	1979	1	1979	0	1905
CDX77604	AT1G30260	81.818	286	30	18	1	267	1	283	7.63e-57	220
CDX77596	AT1G30780	91.781	73	6	0	829	901	1183	1255	8.72e-21	102
CDX77381	AT3G24860	77.86	944	148	28	1	894	1	933	2.53e-149	529
CDX77554	AT1G31310	83.775	1171	134	34	1	1137	1	1149	0	1059
CDX77591	AT1G30460	85.855	1117	116	20	676	1768	712	1810	0	1149
CDX77564	AT1G30870	85.366	984	130	9	22	1003	77	1048	0	1007
CDX77460	AT3G24140	83.114	1066	114	22	1	1015	73	1123	0	911
CDX77389	AT3G24770	90	300	30	0	1	300	1	300	1.43e-107	388
CDX77492	AT3G23630	84.431	1002	141	3	1	999	1	990	0	972
CDX77508	AT2G26230	87.996	908	105	4	16	921	19	924	0	1070
CDX77552	AT1G31330	88.188	618	71	2	34	650	46	662	0	736
CDX77382	AT3G24840	84.501	1755	239	19	106	1857	10	1734	0	1703
CDX77458	AT3G24110	89.383	697	63	7	1	693	10	699	0	867
CDX77422	AT3G24500	86.437	435	59	0	1	435	1	435	4.52e-134	477
CDX77462	AT3G24160	85.986	1106	130	15	1	1092	1	1095	0	1160
CDX77581	AT1G30650	83.157	1134	121	41	45	1122	135	1254	0	972
CDX77555	AT1G31300	91.517	837	71	0	1	837	1	837	0	1153
CDX77586	AT2G39290	88.889	594	66	0	220	813	298	891	0	732
CDX77488	AT3G23690	87.5	592	62	5	409	988	523	1114	0	673
CDX77578	AT1G30690	81.895	1657	208	61	1	1599	1	1623	0	1314
CDX77562	AT1G30960	88.715	957	108	0	286	1242	358	1314	0	1170
CDX77468	AT1G64810	87.489	1119	131	5	132	1241	261	1379	0	1282
CDX77566	AT1G30825	88.447	805	80	3	7	811	10	801	0	959
CDX77420	AT3G24520	82.854	1009	93	34	1	945	1	993	0	832
CDX77589	AT1G30475	90.236	297	29	0	843	1139	276	572	5.76e-107	388
CDX77482	AT5G47320	88.099	563	64	1	61	620	76	638	0	665
CDX77441	AT3G23920	87.874	1740	172	21	1	1713	1	1728	0	2008
CDX77597	AT1G30370	89.416	1285	127	4	1	1285	310	1585	0	1611
CDX77443	AT3G23940	88.303	1838	202	8	1	1836	1	1827	0	2191
CDX77496	AT3G24180	89.507	2840	281	6	16	2839	13	2851	0	3578
CDX77407	AT3G24600	87.446	924	109	4	1	922	1	919	0	1057
CDX77518	AT3G23400	87.437	597	75	0	238	834	259	855	0	688
CDX77584	AT1G30580	92.996	1185	83	0	1	1185	1	1185	0	1729
CDX77434	AT1G48520	82.428	313	34	9	22	315	1294	1604	5.96e-67	254
CDX77479	AT3G23900	85.859	2178	294	9	16	2186	34	2204	0	2303
CDX77536	AT3G23250	85.714	861	115	5	1	857	1	857	0	902
CDX77396	AT5G41790	84.772	591	90	0	346	936	3751	4341	1.04e-168	593
CDX77395	AT3G24750	81.31	733	111	13	71	787	29	751	4.77e-162	571
CDX77386	AT5G57740	84.472	161	24	1	77	236	494	654	3.38e-38	158
CDX77446	AT3G23980	92.181	243	16	2	259	498	1903	2145	6.93e-93	340
CDX77428	AT3G24350	83.159	1051	142	15	7	1035	7	1044	0	928
CDX77431	AT3G24330	87.073	1462	171	13	1	1450	1	1456	0	1637
CDX77366	AT3G25140	85.587	1013	121	15	1	996	1	1005	0	1038
CDX77481	AT3G23820	87.355	1384	152	8	1	1362	1	1383	0	1565
CDX77452	AT3G24010	84.454	714	90	8	31	732	1	705	0	684
CDX77486	AT3G23800	88.145	1434	168	2	5	1437	11	1443	0	1705
CDX77531	AT3G23290	89.189	592	58	2	1	592	1	586	0	734
CDX77413	AT5G67150	77.778	198	38	6	751	945	748	942	2.52e-25	117
CDX77448	AT3G23980	89.772	1183	114	5	800	1977	965	2145	0	1507
CDX77565	AT1G30850	79.962	529	81	12	40	551	55	575	1.78e-100	366
CDX77540	AT3G23200	88.17	448	53	0	8	455	5	452	2.76e-151	534
CDX77440	AT3G17540	81.053	95	16	2	281	374	311	404	1.76e-12	75
CDX77545	AT3G23160	84.405	731	88	18	273	987	876	1596	0	695
CDX77408	AT3G24590	83.61	903	106	22	1	888	1	876	0	809
CDX77412	AT5G67150	100	31	0	0	1	31	1151	1181	2.78e-08	58.4
CDX77459	AT3G24120	91.371	197	13	3	441	636	399	592	1.55e-70	267
CDX77450	AT3G23300	90.4	250	23	1	4	252	1315	1564	3.56e-89	327
CDX77385	AT3G24800	86.5	600	73	6	451	1049	553	1145	0	652
CDX77527	AT3G23330	88.661	1023	116	0	564	1586	867	1889	0	1247
CDX77491	AT3G23670	85.909	1100	139	10	1	1095	1	1089	0	1158
CDX77487	AT3G23700	90.828	894	82	0	247	1140	286	1179	0	1197
CDX77453	AT3G24020	90.204	735	69	1	4	738	1	732	0	955
CDX77427	AT3G24440	81.732	1801	279	35	7	1782	16	1791	0	1458
CDX77377	AT3G25050	86.384	683	90	2	206	888	194	873	0	743
CDX77539	AT3G23210	84.405	513	65	5	298	801	301	807	1.16e-137	490
CDX77454	AT3G24030	86.602	821	103	5	4	822	16	831	0	900
CDX77455	AT3G24080	77.692	520	70	31	1339	1850	1405	1886	7.68e-73	276
CDX77525	AT3G06895	97.17	106	3	0	159	264	51	156	8.12e-45	180
CDX77542	AT3G23180	84.816	652	95	3	1	650	1	650	0	652
CDX77406	AT3G24605	84.504	897	123	8	1	889	1	889	0	872
CDX77599	AT1G30280	88.889	558	56	3	754	1308	814	1368	0	682
CDX77498	AT3G23580	90.988	1032	87	2	1	1032	1	1026	0	1386
CDX77467	AT3G24220	85.515	1581	224	5	180	1756	150	1729	0	1646
CDX77517	AT3G23410	83.374	1630	256	8	1	1620	1	1625	0	1495
CDX77553	AT1G31320	89.595	519	54	0	1	519	1	519	0	660
CDX77603	AT1G30270	88.754	1405	147	6	1	1404	1	1395	0	1709
CDX77602	AT5G05200	90.984	122	11	0	218	339	314	435	5.27e-40	165
CDX77507	AT3G23490	87.968	507	61	0	1	507	1	507	1.06e-170	599
CDX77516	AT3G23410	86.188	543	72	1	1	543	1498	2037	3.18e-166	584
CDX77557	AT1G31130	85.404	966	141	0	1	966	1	966	0	1003
CDX77401	AT3G24630	80.081	2214	323	65	1	2137	1	2173	0	1537
CDX77457	AT4G38430	85.384	951	115	15	701	1642	710	1645	0	965
CDX77549	AT1G31410	83.888	1533	194	37	1	1496	1	1517	0	1413
CDX77592	AT1G30450	92.086	2881	211	8	43	2919	61	2928	0	4041
CDX77497	AT3G23590	89.307	3937	404	10	1	3927	1	3930	0	4922
CDX77456	AT3G24090	88.206	2035	226	6	1	2022	1	2034	0	2416
CDX77579	AT1G53380	83.525	261	28	6	1	246	1	261	7.56e-60	230
CDX77394	AT5G41790	88.514	148	17	0	4	151	2728	2875	6.6e-45	180
CDY47802	AT4G15030	88.757	507	49	5	1	503	1	503	7.93e-175	614
CDY47801	AT4G15040	86.522	2070	258	12	40	2094	1	2064	0	2257
CDY47796	AT4G15120	82.278	553	73	11	1	533	1	548	2.64e-127	455
CDY71973	AT2G28890	88.571	490	56	0	1075	1564	1363	1852	4.45e-169	595
CDY69560	AT2G15530	83.126	563	60	19	982	1525	1183	1729	1.24e-134	481
CDY58555	AT3G02920	85.544	837	118	1	1	834	1	837	0	872
CDY58541	AT3G58940	77.427	443	94	6	823	1262	778	1217	5.69e-68	259
CDY58552	AT3G02930	87.805	287	35	0	1199	1485	1598	1884	3.25e-91	337
CDY58556	AT3G02910	83.798	574	70	13	1	561	1	564	7.27e-148	523
CDY58544	AT3G03000	86.91	466	61	0	45	510	33	498	6.58e-148	523
CDY58545	AT2G43710	86.029	136	11	5	1	132	1	132	1.03e-32	139
CDY71849	AT1G49590	88.542	96	7	1	152	243	296	391	7.63e-25	113
CDY07826	AT2G17720	87.557	884	100	7	1	882	1	876	0	1014
CDY07815	AT2G17840	88.308	650	76	0	611	1260	710	1359	0	780
CDY07845	AT2G17420	88.889	333	34	2	668	1000	809	1138	1.44e-112	407
CDY07850	AT1G02950	86.371	631	84	2	360	989	75	704	0	688
CDY07798	AT1G59820	86.326	2172	291	6	1561	3729	1471	3639	0	2361
CDY07832	AT2G17695	86.349	608	73	8	1	603	1	603	0	654
CDY07835	AT2G17640	88.477	972	109	1	1	969	1	972	0	1171
CDY07889	AT2G16990	86.972	284	37	0	85	368	1	284	7.26e-87	320
CDY07869	AT3G24506	83.465	254	36	2	142	392	184	434	3.53e-60	231
CDY07860	AT2G17350	90.678	354	33	0	1	354	1	354	1.65e-132	472
CDY07843	AT2G17440	87.418	1073	123	8	440	1503	512	1581	0	1223
CDY07827	AT2G17710	89.1	422	44	2	31	451	37	457	5.8e-148	523
CDY07885	AT5G45070	100	28	0	0	51	78	39	66	3.8e-06	52.8
CDY07888	AT2G16990	85.348	1092	139	14	73	1146	283	1371	0	1110
CDY07793	AT1G10360	85.268	448	66	0	1	448	1	448	1.37e-129	462
CDY07831	AT2G17700	89.108	1625	177	0	1	1625	1	1625	0	2021
CDY07877	AT2G17110	82.023	1463	206	20	728	2144	744	2195	0	1192
CDY07867	AT2G17270	90	930	93	0	1	930	1	930	0	1203
CDY07846	AT1G02950	85.008	647	87	5	17	657	17	659	0	649
CDY07868	AT2G17265	85.455	1100	156	4	19	1116	16	1113	0	1142
CDY07874	AT5G66110	93.671	395	25	0	44	438	50	444	1.51e-168	592
CDY07819	AT2G17760	87.476	1541	185	5	1	1534	1	1540	0	1770
CDY07804	AT1G10490	88.312	154	12	1	136	289	2071	2218	3.16e-44	180
CDY07811	AT2G17880	78	500	79	17	4	489	1	483	3.23e-76	285
CDY07837	AT3G58940	76.64	625	123	11	391	1014	622	1224	2.37e-87	324
CDY07805	AT1G10530	83.633	501	82	0	1	501	1	501	2.37e-132	472
CDY07841	AT2G17520	86.281	933	128	0	1462	2394	1594	2526	0	1014
CDY07808	AT2G17890	89.973	1476	148	0	280	1755	241	1716	0	1906
CDY07876	AT5G66070	88.191	669	72	6	1	669	5	666	0	791
CDY07838	AT2G17620	83.798	1290	155	25	1	1254	1	1272	0	1175
CDY07813	AT2G17850	85.011	447	67	0	1	447	1	447	2.19e-127	455
CDY07886	AT2G17060	81.561	2793	458	40	8	2787	584	3332	0	2252
CDY53330	AT3G48500	89.614	1916	187	6	83	1998	104	2007	0	2425
CDY53329	AT3G48510	81.619	914	125	22	1	900	1	885	0	717
CDY52112	AT3G23440	83.529	255	33	8	112	363	79	327	1.12e-59	230
CDY59540	AT2G18500	79.716	774	106	25	59	815	142	881	2.48e-144	512
CDY59543	AT2G18490	85.417	144	21	0	78	221	3	146	6.85e-36	150
CDY59539	AT2G18510	86.715	1114	113	23	1	1101	1	1092	0	1205
CDY59546	AT2G18470	84.797	1355	149	27	1	1307	1	1346	0	1308
CDY71529	AT5G11320	87.609	573	71	0	164	736	575	1147	0	665
CDY66314	AT2G46495	84.911	1120	163	6	1	1117	1	1117	0	1127
CDY66312	AT4G16430	80.423	189	35	2	847	1034	898	1085	5.99e-33	143
CDY66313	AT2G46500	80.758	1689	251	35	1	1625	1	1679	0	1251
CDY66318	AT2G46370	84.931	1732	245	8	12	1730	33	1761	0	1738
CDY66465	AT3G28610	78.03	396	76	11	418	807	565	955	6.68e-62	239
CDY66464	AT1G25280	86.66	937	104	14	1	928	1	925	0	1018
CDY01309	AT1G02970	86.798	659	87	0	175	833	211	869	0	736
CDY01341	AT1G20990	84.281	967	115	13	1	944	1	953	0	909
CDY01439	AT5G67100	90.798	1793	152	6	2314	4095	2785	4575	0	2385
CDY01459	AT5G66850	88.625	1222	109	13	829	2038	922	2125	0	1459
CDY01348	AT1G20890	83.541	401	54	5	8	396	17	417	4.51e-100	364
CDY01371	AT1G20470	85.371	458	43	12	2	459	8	441	7.83e-127	453
CDY01336	AT1G21090	86.533	698	79	9	35	726	26	714	0	754
CDY01367	AT1G20575	91.667	744	59	3	1	744	1	741	0	1027
CDY01375	AT1G20410	91.213	808	71	0	59	866	242	1049	0	1099
CDY01388	AT1G20150	86.318	2295	295	14	34	2323	40	2320	0	2481
CDY01320	AT1G21630	87.309	1836	200	12	1744	3546	1822	3657	0	2069
CDY01443	AT5G67060	82.765	586	75	13	1	561	1	585	1.45e-140	499
CDY01461	AT5G66820	76.427	1209	174	48	349	1490	358	1522	9.31e-156	551
CDY01373	AT1G20430	91.168	351	31	0	1	351	1	351	3.5e-134	477
CDY01412	AT2G19160	87.595	1185	133	8	1	1184	1	1172	0	1362
CDY01381	AT1G20340	86.931	505	64	2	1	504	1	504	1.06e-160	566
CDY01391	AT1G19900	83.001	1506	246	6	1	1501	1	1501	0	1354
CDY01394	AT1G19840	91.429	140	12	0	1	140	1	140	1.36e-48	193
CDY01464	AT5G66816	82.051	312	44	6	1	306	1	306	1.54e-67	255
CDY01365	AT1G76340	80.124	971	187	5	43	1010	76	1043	0	719
CDY01435	AT5G67140	90.29	690	64	1	1	690	1	687	0	900
CDY01355	AT1G20770	86.357	645	75	7	22	658	7	646	0	691
CDY01382	AT1G20310	77.797	590	76	28	1	552	1	573	2.15e-84	313
CDY01407	AT3G20010	76.838	272	47	13	626	889	1640	1903	9.13e-32	139
CDY01401	AT2G19410	84.044	2344	327	21	138	2438	21	2360	0	2213
CDY01446	AT2G20350	80.667	300	47	8	73	368	58	350	2.29e-57	222
CDY01444	AT5G67030	87.581	2005	243	2	60	2064	6	2004	0	2318
CDY01403	AT2G19360	80.438	593	100	10	1	579	16	606	5.97e-122	438
CDY01392	AT1G19880	87.928	1607	165	10	24	1614	24	1617	0	1866
CDY01404	AT2G48020	91.32	1371	119	0	37	1407	22	1392	0	1873
CDY01300	AT1G22040	84.615	403	62	0	1	403	640	1042	4.31e-111	401
CDY01432	AT5G67180	82.557	1095	143	24	1	1083	1	1059	0	920
CDY01344	AT4G10480	83.748	603	73	17	36	621	45	639	4.8e-155	547
CDY01390	AT1G19900	83.485	769	120	7	1	764	1	767	0	710
CDY01448	AT5G66985	86.017	236	27	4	38	270	20	252	2.25e-65	248
CDY01342	AT1G20960	85.821	1601	213	8	1	1600	1	1588	0	1687
CDY01442	AT5G67070	81.91	398	45	10	7	389	4	389	4.2e-84	311
CDY01318	AT1G21660	87.118	1079	89	17	483	1545	528	1572	0	1177
CDY01360	AT1G20650	85.464	970	122	16	117	1081	174	1129	0	992
CDY01340	AT1G21000	89.109	606	59	4	1	604	10	610	0	747
CDY01346	AT1G20910	83.887	1024	153	8	144	1164	180	1194	0	966
CDY01304	AT1G21970	84.203	728	72	25	1	696	1	717	0	667
CDY01315	AT1G21722	88.265	196	20	1	207	402	477	669	3.61e-60	231
CDY01354	AT1G20780	84.267	2409	373	4	1	2406	1	2406	0	2344
CDY01451	AT5G66930	86.09	647	74	8	1	636	1	642	0	682
CDY01356	AT1G20760	89.23	2739	252	21	1	2725	1	2710	0	3384
CDY01387	AT1G20200	87.405	262	33	0	326	587	1139	1400	4.29e-81	302
CDY01427	AT5G67230	81.001	1379	197	27	1	1333	1	1360	0	1035
CDY01438	AT5G67110	81.997	661	87	12	1	657	1	633	1.42e-150	532
CDY01420	AT5G67300	91.768	328	27	0	1	328	1	328	1.07e-127	457
CDY01306	AT1G21920	84.592	967	132	9	236	1192	293	1252	0	944
CDY01433	AT5G67160	78.501	1321	219	37	23	1309	14	1303	0	806
CDY01417	AT5G67310	80.165	847	151	12	530	1373	679	1511	8.22e-176	617
CDY01347	AT1G20900	89.429	473	42	4	1	472	1	466	1.05e-167	590
CDY01431	AT5G67190	89.458	332	35	0	52	383	40	371	8.27e-117	420
CDY01307	AT1G21910	83.775	604	74	9	70	664	100	688	4.01e-156	551
CDY01297	AT1G22110	85.801	662	80	9	1	655	1	655	0	689
CDY01338	AT1G21050	83.102	722	95	8	32	753	152	846	1.57e-180	632
CDY01302	AT1G02090	86.973	783	102	0	1	783	1	783	0	881
CDY01349	AT1G20880	85.387	349	40	3	7	345	37	384	4.75e-96	351
CDY01447	AT5G66990	75.101	743	135	35	44	752	44	770	5.26e-81	302
CDY01313	AT1G21830	85.782	633	54	12	1	609	1	621	0	638
CDY01393	AT1G19850	84.14	2251	247	49	1	2157	1	2235	0	2078
CDY01339	AT1G21010	81.818	638	97	14	1	624	1	633	3.78e-146	518
CDY01368	AT1G20530	81.545	233	39	4	14	243	1406	1637	1.23e-47	189
CDY01441	AT5G67080	85.171	1052	128	15	1	1041	1	1035	0	1053
CDY01397	AT1G19640	85.678	1173	148	7	1	1169	1	1157	0	1218
CDY01310	AT1G21890	88.83	1128	112	5	16	1130	1	1127	0	1373
CDY01405	AT3G28430	90.345	1740	152	10	1	1726	1	1738	0	2268
CDY01295	AT1G22130	88.023	860	100	2	1	857	1	860	0	1014
CDY01428	AT5G67220	88.739	1110	118	6	137	1241	134	1241	0	1351
CDY01303	AT1G22015	87.433	931	101	10	32	954	38	960	0	1057
CDY01378	AT1G20340	86.931	505	64	2	1	504	1	504	1.06e-160	566
CDY01374	AT1G20410	80.168	716	113	19	1	700	1	703	2.71e-143	508
CDY01453	AT5G66920	86.48	1642	217	3	1	1638	1	1641	0	1797
